event_id,event_date,event_time,event_type,event_description,highway_id,highway_name,highway_number,road_type,state,district,location,latitude,longitude,landmark,cause,trigger,weather_related,environmental_factor,severity,severity_score,road_status,traffic_impact,delay_minutes,road_blocked,diversion_required,vehicles_affected,fatalities,injuries,vehicles_involved,property_damage,road_damage,weather_condition,temperature,rainfall_mm,visibility_km,wind_speed,snowfall,source_id,source_name,source_type,source_url,published_date,collected_date
E00011,2026-08-26,,Accident,"3 students from Telangana killed in Florida road accident. <a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxNelpja1R5ZFlBcmF5OTBsWF9yS2xhSTBObEFJaUs3WE4xb1RSZlkyejNNaEM2UWMxSVVLbXpNQWUtMV9yR0t4Vy1WV2d0NWNkT3dQWXgydzJERUtBSnRDY0RqOXhrZkQzVVl0YzN6X29VTHBULUx3R2hmRFBSY3dfSWlqTEQ1RW1ZSFczUDc3QnRodmRHU251aG9R0gGgAUFVX3lxTE5lYkt3a1ktVk85QlhYZ2lFYzQwaTBvOG9VSHVJbE1yWktUdC1TRmk0NU1zNGxNSVhQY3VubEtMWlYxWDdfWmVoRGxqdEZPX19MWlBQaFhqTk1MYVRLWFp1aEluUnF3dU14OFZ2cjhrTjJEUW9YMnBXRHZ2azJheVlSd2JSR2EtNzBBWGExT2YxMzdoemN4aGloMnduNEE3Tng?oc=5"" target=""_blank"">3 students from Telangana killed in Florida road accident</a>  <font color=""#6f6f6f"">The Indian Express</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_3766579281853912021,The Indian Express,News,https://news.google.com/rss/articles/CBMimgFBVV95cUxNelpja1R5ZFlBcmF5OTBsWF9yS2xhSTBObEFJaUs3WE4xb1RSZlkyejNNaEM2UWMxSVVLbXpNQWUtMV9yR0t4Vy1WV2d0NWNkT3dQWXgydzJERUtBSnRDY0RqOXhrZkQzVVl0YzN6X29VTHBULUx3R2hmRFBSY3dfSWlqTEQ1RW1ZSFczUDc3QnRodmRHU251aG9R0gGgAUFVX3lxTE5lYkt3a1ktVk85QlhYZ2lFYzQwaTBvOG9VSHVJbE1yWktUdC1TRmk0NU1zNGxNSVhQY3VubEtMWlYxWDdfWmVoRGxqdEZPX19MWlBQaFhqTk1MYVRLWFp1aEluUnF3dU14OFZ2cjhrTjJEUW9YMnBXRHZ2azJheVlSd2JSR2EtNzBBWGExT2YxMzdoemN4aGloMnduNEE3Tng?oc=5,2026-08-26,2026-09-05
E00012,2026-08-03,,,"Guardrail Pierces Car On Mumbai-Ahmedabad Highway, Doctor Couple Injured. <a href=""https://news.google.com/rss/articles/CBMi0wFBVV95cUxPRk5iSW1fdi1hdEdBNmxrR0V1UU9aWWhHcU5VTU1qWXFMcHZwOGU2QmRQRXV5eEx2eVRLZjEyaG15dzI5WkdRTWQ4bDBxRTZUWm1kYlhYNlZSZGRiWGU4Rm12c0w3TGh0ZzIzTFZoTlZnZE9ucVhDd0ZlYzFmbmZBYk1YR3VscFFObGw3eGhaMFdwNzJfSEVYNVowZVlKNWlqbmJmVVVlS3FDV252ODZUN1hTVU42Y1hHeVdUdkRKWjV5NTA5Uk9hdUtWRTFTdWNWc0g40gHbAUFVX3lxTFBGemlXbmVxUk1wcUlBQlFKTHo0aFlmTkNuNmpaY19iY1NwUWFQU3VESnpBZFQ3OFV3MHloYjdrT0I5N2JtR1ZsNkNRTy12bHZJaVlrb3kyRE1BcXE0YTB5NFllcWlNclJtbnVHMHFIUURTTjJGSGptamZPR2QtZEVHRzgyTmU4UGVCV1pKaFZwRnJQZVJFLUJOdnNoQmotWDE4dTZscFNRTkstMkNycVFaUVM0c3FiR1M0aXo3ZVRNZUFPMlFnZXNBTk5qejNicnlEWnVPYXBRR0ZsOA?oc=5"" target=""_blank"">Guardrail Pierces Car On Mumbai-Ahmedabad Highway, Doctor Couple Injured</a>  <font color=""#6f6f6f"">NDTV</font>",,,,,,,,,,,,,No,,High,3,,,,,,,,,,,,,,,,,,NEWS_248046415611689242,NDTV,News,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPRk5iSW1fdi1hdEdBNmxrR0V1UU9aWWhHcU5VTU1qWXFMcHZwOGU2QmRQRXV5eEx2eVRLZjEyaG15dzI5WkdRTWQ4bDBxRTZUWm1kYlhYNlZSZGRiWGU4Rm12c0w3TGh0ZzIzTFZoTlZnZE9ucVhDd0ZlYzFmbmZBYk1YR3VscFFObGw3eGhaMFdwNzJfSEVYNVowZVlKNWlqbmJmVVVlS3FDV252ODZUN1hTVU42Y1hHeVdUdkRKWjV5NTA5Uk9hdUtWRTFTdWNWc0g40gHbAUFVX3lxTFBGemlXbmVxUk1wcUlBQlFKTHo0aFlmTkNuNmpaY19iY1NwUWFQU3VESnpBZFQ3OFV3MHloYjdrT0I5N2JtR1ZsNkNRTy12bHZJaVlrb3kyRE1BcXE0YTB5NFllcWlNclJtbnVHMHFIUURTTjJGSGptamZPR2QtZEVHRzgyTmU4UGVCV1pKaFZwRnJQZVJFLUJOdnNoQmotWDE4dTZscFNRTkstMkNycVFaUVM0c3FiR1M0aXo3ZVRNZUFPMlFnZXNBTk5qejNicnlEWnVPYXBRR0ZsOA?oc=5,2026-08-03,2026-09-05
E00013,2026-02-26,,Accident,"MoRTH Sensitizes Stakeholders on “PM RAHAT” – Cashless Treatment of Road Accident Victims. <a href=""https://news.google.com/rss/articles/CBMiekFVX3lxTE1QNFAyR2hWZlpmUDZaX3lQLVVnSXZuazliRkpUMEtRNFcwVVktYjRSYzQxVlVXaWdEQkEybEFONUxobGZFdHh3OWcydjRaUXNxSXFvc2lTNk5PdktxMFZFXzJRdUhLNUk5TERCaHZOekRzTTVRdVFmZFNB?oc=5"" target=""_blank"">MoRTH Sensitizes Stakeholders on “PM RAHAT” – Cashless Treatment of Road Accident Victims</a>  <font color=""#6f6f6f"">PIB</font>",,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,NEWS_8918033422775837800,PIB,News,https://news.google.com/rss/articles/CBMiekFVX3lxTE1QNFAyR2hWZlpmUDZaX3lQLVVnSXZuazliRkpUMEtRNFcwVVktYjRSYzQxVlVXaWdEQkEybEFONUxobGZFdHh3OWcydjRaUXNxSXFvc2lTNk5PdktxMFZFXzJRdUhLNUk5TERCaHZOekRzTTVRdVFmZFNB?oc=5,2026-02-26,2026-09-05
E00014,2026-05-27,,Accident,"Union Road and Transport Minister Nitin Gadkari Flags Road Accident Crisis, Urges MPs to Raise Awareness. <a href=""https://news.google.com/rss/articles/CBMiyAFBVV95cUxQdmIxUWpzVFlZay1VUFM1cUdpQVNHQzF1SDNEbDlxSi1FY3hfMTl6VHNBUENIVUtKNW1VWDNaZGwtNGxiaUpreHBWb2NDaHRtZzlLbXFMSVBmUzlpXzJpWTRNSmVIUk5td2hZaFhxdll0MS1CZE5IaVBGRTI1YnVSOUpzU1BmZEYyNGhSd1lXbFpPdXJzYk5pTWMzWDAtalJUNGFrOGlWVU1ncmJYdDBZdlZ0VXdyelBHTWhRZ2FQMzU0Q1g3MmliWg?oc=5"" target=""_blank"">Union Road and Transport Minister Nitin Gadkari Flags Road Accident Crisis, Urges MPs to Raise Awareness</a>  <font color=""#6f6f6f"">News On AIR</font>",,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,NEWS_-2412407421426614638,News On AIR,News,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQdmIxUWpzVFlZay1VUFM1cUdpQVNHQzF1SDNEbDlxSi1FY3hfMTl6VHNBUENIVUtKNW1VWDNaZGwtNGxiaUpreHBWb2NDaHRtZzlLbXFMSVBmUzlpXzJpWTRNSmVIUk5td2hZaFhxdll0MS1CZE5IaVBGRTI1YnVSOUpzU1BmZEYyNGhSd1lXbFpPdXJzYk5pTWMzWDAtalJUNGFrOGlWVU1ncmJYdDBZdlZ0VXdyelBHTWhRZ2FQMzU0Q1g3MmliWg?oc=5,2026-05-27,2026-09-05
E00015,2026-08-12,,Accident,"Why road accident death figures differ in govt reports, Gadkari tells Rajya Sabha | India News. <a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxNY2JMZzMxa0ZEakZzZkE3TDdXc1EwV3NpaW80bHg1a3ZOLXZ1UGI2TWVpNklzamM3TG9TQ3VIblZzOVNWOVlib1hRSUtPalVDVGJoX2JYbmR0ejRTM1J5S2E1eVNkeXFuS1BJM1NsS0U3cTVOY25fVG9BdV9CNk5hMDFYMm5JU2xqWkRWMzRKTi0xUFlKa09SdjlQRFBJSF9zZ2pmUGdCWFZLZlhrbWlaMThadEg3bUt5QnZheDVyeEozbjVZM181dUJEZjFGZksxaGJUUFdvdEFBek3SAeABQVVfeXFMTjAtdUJ6Z0FLSUpQNThOSkdOUjAzV19oNTlCeWxudEE5c2oyWXJCajZIVjVXeGZWeDFjS2paWDE4VmVtT3RVa2FMcVZKeXlSenJ5WFQ0ZTVXazBzcHJKNmpONEJaM3Y4c19vLWQzQnVYWUlfdENUbmRGQVRsT2ZZeVYwVzNJbDFlX25VdzgwUTE2UzJmeFpYSnBKczBTS0V1bkMzeGk2bnQ2Um9ERjJtZW9EVGJqaTVrNjBHZ2RpQmxmdUlDVWt0ME5oYk9TQ2dGRHFvcTdid3RTVkY5U19HVHE?oc=5"" target=""_blank"">Why road accident death figures differ in govt reports, Gadkari tells Rajya Sabha | India News</a>  <font color=""#6f6f6f"">Hindustan Times</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_544619345325220224,Hindustan Times,News,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNY2JMZzMxa0ZEakZzZkE3TDdXc1EwV3NpaW80bHg1a3ZOLXZ1UGI2TWVpNklzamM3TG9TQ3VIblZzOVNWOVlib1hRSUtPalVDVGJoX2JYbmR0ejRTM1J5S2E1eVNkeXFuS1BJM1NsS0U3cTVOY25fVG9BdV9CNk5hMDFYMm5JU2xqWkRWMzRKTi0xUFlKa09SdjlQRFBJSF9zZ2pmUGdCWFZLZlhrbWlaMThadEg3bUt5QnZheDVyeEozbjVZM181dUJEZjFGZksxaGJUUFdvdEFBek3SAeABQVVfeXFMTjAtdUJ6Z0FLSUpQNThOSkdOUjAzV19oNTlCeWxudEE5c2oyWXJCajZIVjVXeGZWeDFjS2paWDE4VmVtT3RVa2FMcVZKeXlSenJ5WFQ0ZTVXazBzcHJKNmpONEJaM3Y4c19vLWQzQnVYWUlfdENUbmRGQVRsT2ZZeVYwVzNJbDFlX25VdzgwUTE2UzJmeFpYSnBKczBTS0V1bkMzeGk2bnQ2Um9ERjJtZW9EVGJqaTVrNjBHZ2RpQmxmdUlDVWt0ME5oYk9TQ2dGRHFvcTdid3RTVkY5U19HVHE?oc=5,2026-08-12,2026-09-05
E00016,2026-07-23,,Accident,"India saw 5.13 lakh road accidents in 2025 with 21 deaths every hour, Nitin Gadkari tells Parliament. <a href=""https://news.google.com/rss/articles/CBMixAFBVV95cUxPNjJTc2FkMUJpTk1CdGRYOHVqWkJiQ2RzdE9jeEc4aHpXbkN4ODlvRWNyS2NjeEJ3cndhMndfMEtBdm55LUY2bUhCYTdPU1hsLTFNdEpyX0dOREN2RVhHZGs3NER1UFRrd0NoMi1oQUZldWhuLXJkVXdUTW42UHJvSWhyTmMxdHYyXzFQZkdyODYwZm1vX0lrdW9CU2lLTHpFQ2FXSnE4ZVVNR2VnR3pOT1lObTBoYU5hT0xiQTdqQ25mZnNY?oc=5"" target=""_blank"">India saw 5.13 lakh road accidents in 2025 with 21 deaths every hour, Nitin Gadkari tells Parliament</a>  <font color=""#6f6f6f"">Telangana Today</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_-3558992439038438814,Telangana Today,News,https://news.google.com/rss/articles/CBMixAFBVV95cUxPNjJTc2FkMUJpTk1CdGRYOHVqWkJiQ2RzdE9jeEc4aHpXbkN4ODlvRWNyS2NjeEJ3cndhMndfMEtBdm55LUY2bUhCYTdPU1hsLTFNdEpyX0dOREN2RVhHZGs3NER1UFRrd0NoMi1oQUZldWhuLXJkVXdUTW42UHJvSWhyTmMxdHYyXzFQZkdyODYwZm1vX0lrdW9CU2lLTHpFQ2FXSnE4ZVVNR2VnR3pOT1lObTBoYU5hT0xiQTdqQ25mZnNY?oc=5,2026-07-23,2026-09-05
E00017,2026-08-13,,,"2 Teens Killed As Car Driven By Friend Rams Truck In Nagpur, Father Charged. <a href=""https://news.google.com/rss/articles/CBMiywFBVV95cUxOTlhxaXNUZWZPVW9YN1ZNdE41QlI1S2JBdWM0YVNtM3NsSmxJSXB6M2pER1d4dk9HbUxOM2o3LW5jc1hTRkNqNnV3cm1DdnJxR0dwUmNwVXF5ZFk3R3FHb0k1MlRVc3dEamtONTU0Zi1mTEdLR28yeFFpbWYwd0Z5N292d0FWcHZVYXdNcEJ6VnV4dEFGcW1faURfWTU4Y3oxNld2dGhvZnZ5WGstUE1TZHVzS0RfdFpIZ3VxQmdkSy1YeFNleTFKZzZkZ9IB0wFBVV95cUxOUkFTcEp6c0tpU2lkMDZfMU9FT1VjdTlXdHh2OXdjNjNEYjVkZVNZQjlmSnBRZ2tSb3hjWnd0V2pvNUlYMmFaR280RXVKX1Y3S1Fac3lDNTFDb2VrbkJ1NmgzZTFuc0REVFNmYVE4anNGYkhMSWJKc25vb3lDZ25BOElKX2huRHVrZWdwNEdGbkJSTjVyRDZpNmFOdW1Za0QtNlJvcWp6LXhDRDdrVnkxQW1jZFNMbERyR1NCUFpEVkozVTlOa3hUVWZteU5RVHpsTjhj?oc=5"" target=""_blank"">2 Teens Killed As Car Driven By Friend Rams Truck In Nagpur, Father Charged</a>  <font color=""#6f6f6f"">NDTV</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_6972401977466465094,NDTV,News,https://news.google.com/rss/articles/CBMiywFBVV95cUxOTlhxaXNUZWZPVW9YN1ZNdE41QlI1S2JBdWM0YVNtM3NsSmxJSXB6M2pER1d4dk9HbUxOM2o3LW5jc1hTRkNqNnV3cm1DdnJxR0dwUmNwVXF5ZFk3R3FHb0k1MlRVc3dEamtONTU0Zi1mTEdLR28yeFFpbWYwd0Z5N292d0FWcHZVYXdNcEJ6VnV4dEFGcW1faURfWTU4Y3oxNld2dGhvZnZ5WGstUE1TZHVzS0RfdFpIZ3VxQmdkSy1YeFNleTFKZzZkZ9IB0wFBVV95cUxOUkFTcEp6c0tpU2lkMDZfMU9FT1VjdTlXdHh2OXdjNjNEYjVkZVNZQjlmSnBRZ2tSb3hjWnd0V2pvNUlYMmFaR280RXVKX1Y3S1Fac3lDNTFDb2VrbkJ1NmgzZTFuc0REVFNmYVE4anNGYkhMSWJKc25vb3lDZ25BOElKX2huRHVrZWdwNEdGbkJSTjVyRDZpNmFOdW1Za0QtNlJvcWp6LXhDRDdrVnkxQW1jZFNMbERyR1NCUFpEVkozVTlOa3hUVWZteU5RVHpsTjhj?oc=5,2026-08-13,2026-09-05
E00018,2026-07-24,,Accident,"Road crashes killed a record 1.8 lakh in 2025; 502 people daily. <a href=""https://news.google.com/rss/articles/CBMiygFBVV95cUxNZjBSNTF1SmJGU19zcjBualh5akgzRFA4Sy1DY1h4MHU0QzhyMFpaTzVabi1PUTFyUWxJMzlhT2Q0VDhEZm1LUjY4SjRRcWZhV2ViVjNLSnBNMHo1UXpBUlo5Q3BUQUtjcEdlSUNrRnFyU005UHNvSkFSWFlZOTczcWdFYmI5LUM3WU1Zd1JrYTVLUHozS2xSc1ZZeFpnMnpmbmJCVUlrVnlESklBV3RhaVBheXdMYU45T0l5Y2Uya2tITG5zVm8tWnNB0gHPAUFVX3lxTE1jS25XX1J0bE1WdG5jM2dCTGlrOG9TRnVYUG10YnFpSVJGbjFYb29XRkx6Z0hZUXpOWThPMWIyS0lTMTl6T1pWNTFmaVhwUXZjbnE5cGoyS2ZDWVJsdTFhM29XQVBrSlNSVkJ4aFdpRHNPSjZtcHpCVXZUcy1EY2w3UkNoSDl4ckwyd2FiNnpPNHplVmpVMnBHR0daSHhuYjdwNWlNQ2wwS3FoYXJLNFhtUFlpLVRMRjRtbWRJalNUaFY3TmItWHVyX1ozRHlfVQ?oc=5"" target=""_blank"">Road crashes killed a record 1.8 lakh in 2025; 502 people daily</a>  <font color=""#6f6f6f"">The Times of India</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_-9044105727782750191,The Times of India,News,https://news.google.com/rss/articles/CBMiygFBVV95cUxNZjBSNTF1SmJGU19zcjBualh5akgzRFA4Sy1DY1h4MHU0QzhyMFpaTzVabi1PUTFyUWxJMzlhT2Q0VDhEZm1LUjY4SjRRcWZhV2ViVjNLSnBNMHo1UXpBUlo5Q3BUQUtjcEdlSUNrRnFyU005UHNvSkFSWFlZOTczcWdFYmI5LUM3WU1Zd1JrYTVLUHozS2xSc1ZZeFpnMnpmbmJCVUlrVnlESklBV3RhaVBheXdMYU45T0l5Y2Uya2tITG5zVm8tWnNB0gHPAUFVX3lxTE1jS25XX1J0bE1WdG5jM2dCTGlrOG9TRnVYUG10YnFpSVJGbjFYb29XRkx6Z0hZUXpOWThPMWIyS0lTMTl6T1pWNTFmaVhwUXZjbnE5cGoyS2ZDWVJsdTFhM29XQVBrSlNSVkJ4aFdpRHNPSjZtcHpCVXZUcy1EY2w3UkNoSDl4ckwyd2FiNnpPNHplVmpVMnBHR0daSHhuYjdwNWlNQ2wwS3FoYXJLNFhtUFlpLVRMRjRtbWRJalNUaFY3TmItWHVyX1ozRHlfVQ?oc=5,2026-07-24,2026-09-05
E00019,2026-07-30,,Accident,"Road accidents up 5.3% in 2025; crashes killed 21 every hour: Centre tells LS. <a href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxQdHFMUDdUQ19sREFlZjQ1Q1ZSLWp0YjRTeEtDal9DUXhyRGVoS1dBWkhhbUNhS0pYWkMwVVR1ejY4VEVNVGJ2bnRyZHJaYWtPVlpwQU41NG1kRjNwX3lNbzVtNzNRM0MtclZ2UzlEdjQwVkVrTmctcmdCaVl1aWJIb3ZWNm9VV25qb1R5SXdCbVhCWkx0SjlzcFJQX3BaejJi0gGmAUFVX3lxTE9uRk9HdHMycVQ2WlhRUHdZaDhDRlhGQlhNNU93MklVamZjekZudmczTUhSOVptQ0xmUUhjTWh0MllTdG9aZ3hYU1lEWHNkX1Z6Sl9FS01YU3hxSHFwd0JKeng3cmpkUUtEMGNoSkpHbE9WMUlfUHpIeTNrcDBKamlpTjFFSmJOX0tnSlg2WEt3QU0wX3ZNa0JTYTljSGJpUjhiaEVZbHc?oc=5"" target=""_blank"">Road accidents up 5.3% in 2025; crashes killed 21 every hour: Centre tells LS</a>  <font color=""#6f6f6f"">The Assam Tribune</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_-9103644674730651314,The Assam Tribune,News,https://news.google.com/rss/articles/CBMioAFBVV95cUxQdHFMUDdUQ19sREFlZjQ1Q1ZSLWp0YjRTeEtDal9DUXhyRGVoS1dBWkhhbUNhS0pYWkMwVVR1ejY4VEVNVGJ2bnRyZHJaYWtPVlpwQU41NG1kRjNwX3lNbzVtNzNRM0MtclZ2UzlEdjQwVkVrTmctcmdCaVl1aWJIb3ZWNm9VV25qb1R5SXdCbVhCWkx0SjlzcFJQX3BaejJi0gGmAUFVX3lxTE9uRk9HdHMycVQ2WlhRUHdZaDhDRlhGQlhNNU93MklVamZjekZudmczTUhSOVptQ0xmUUhjTWh0MllTdG9aZ3hYU1lEWHNkX1Z6Sl9FS01YU3hxSHFwd0JKeng3cmpkUUtEMGNoSkpHbE9WMUlfUHpIeTNrcDBKamlpTjFFSmJOX0tnSlg2WEt3QU0wX3ZNa0JTYTljSGJpUjhiaEVZbHc?oc=5,2026-07-30,2026-09-05
E00020,2026-07-04,,Accident,"Fatal Cost of Speed and Negligence: 20 Killed In Road Accidents Every Hour. <a href=""https://news.google.com/rss/articles/CBMitAFBVV95cUxOeFVJVUNPMHZYMm15VTJwRnZESmFubnlMNjlqaUx0dVFQbWVBWDM2TFU5TnA2UjN2Ri1najEwaERybXBVV2c3VlpBZHpIWGFVYnRuTG5zb2x2NjA1cHB3ZUFTUkxCeHFJSEdpdXc4b3hNdm9BSlVMYVg3T0NjNm1rMUVTUkhoRXN3cGdUQ0c2MEVPaF9DLWdtNlpjUVNER1hLbkJOZi1vTEZIYl8zb3JHTEtlZTXSAbwBQVVfeXFMTTc0WnY1OG0xM25NRi1ZX3RrUUE3b2k4cG9TSFFGYVVzV2pWUm96U0tfYVFaNWdzLS1fYmVhQ0IzdFdTdFV6UUlMNVd6R0xxMUZfTFpva3JaQWYyQVNCaWlTSG9QSlNYUEpJa216aUo0NVRtalNGNFJIc1piblBnUjFWRDBwOTQ5emFVak5CUXBhaUR3NjdrLThNSkZiVEh4M0FjTWd1bHRDNFVCei1iRVJCVDdaUWVIVnlWZDY?oc=5"" target=""_blank"">Fatal Cost of Speed and Negligence: 20 Killed In Road Accidents Every Hour</a>  <font color=""#6f6f6f"">NDTV</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,20,,,,,,,,,,,NEWS_-2851606196140885234,NDTV,News,https://news.google.com/rss/articles/CBMitAFBVV95cUxOeFVJVUNPMHZYMm15VTJwRnZESmFubnlMNjlqaUx0dVFQbWVBWDM2TFU5TnA2UjN2Ri1najEwaERybXBVV2c3VlpBZHpIWGFVYnRuTG5zb2x2NjA1cHB3ZUFTUkxCeHFJSEdpdXc4b3hNdm9BSlVMYVg3T0NjNm1rMUVTUkhoRXN3cGdUQ0c2MEVPaF9DLWdtNlpjUVNER1hLbkJOZi1vTEZIYl8zb3JHTEtlZTXSAbwBQVVfeXFMTTc0WnY1OG0xM25NRi1ZX3RrUUE3b2k4cG9TSFFGYVVzV2pWUm96U0tfYVFaNWdzLS1fYmVhQ0IzdFdTdFV6UUlMNVd6R0xxMUZfTFpva3JaQWYyQVNCaWlTSG9QSlNYUEpJa216aUo0NVRtalNGNFJIc1piblBnUjFWRDBwOTQ5emFVak5CUXBhaUR3NjdrLThNSkZiVEh4M0FjTWd1bHRDNFVCei1iRVJCVDdaUWVIVnlWZDY?oc=5,2026-07-04,2026-09-05
E00021,2026-06-28,,,"On Camera, 4 Members Of Family Killed As SUV Rams Reversing Car On Delhi-Dehradun Expressway. <a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxQRThHd2hMRjFxRkxLNl9xMV9FOTVfT000ZWx3V1ROSDRYeC15Wk1fd3BFaU9veUFzNGVLZlFYcFdUUFhsQWxGNm9ObnJkZ1FxWmhHTi01LW1ReDQ2T0k1eklYLWREMEUtY1pnVXkyQmNiN1Z4T0hHcHBYQzg4c1B1Y3FuNzZPSjVSWXlwa09EdGRfSU1HUUtBajc4czRHT0xUR21TUVJFV2pBY3hzeWRObXhTVTVsU03SAb8BQVVfeXFMT3pOSFFWVFlhbjZ5U3poM0RvZTlfdFNkd0ZjQjFsRFhTYUNSTVBkSnZyRFpBMkV6QjYwai1yay1IalV5dFZLcHA4VEo4ZGFnN0d2MXZTNWNOQUpPb1NnYTRhWVl4NXNfanhXM0NlZUVOMUdmWExwTUFwamxmR21SRzJKZy1FdlR3NUdPUm1jNzRiSXBCOXp6cVpPOEhQbEE1NG5sUWhjWW10R1dwTXlOdWItMi1kZDg1REdXOEdMYjQ?oc=5"" target=""_blank"">On Camera, 4 Members Of Family Killed As SUV Rams Reversing Car On Delhi-Dehradun Expressway</a>  <font color=""#6f6f6f"">NDTV</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_-1557112696882493291,NDTV,News,https://news.google.com/rss/articles/CBMitwFBVV95cUxQRThHd2hMRjFxRkxLNl9xMV9FOTVfT000ZWx3V1ROSDRYeC15Wk1fd3BFaU9veUFzNGVLZlFYcFdUUFhsQWxGNm9ObnJkZ1FxWmhHTi01LW1ReDQ2T0k1eklYLWREMEUtY1pnVXkyQmNiN1Z4T0hHcHBYQzg4c1B1Y3FuNzZPSjVSWXlwa09EdGRfSU1HUUtBajc4czRHT0xUR21TUVJFV2pBY3hzeWRObXhTVTVsU03SAb8BQVVfeXFMT3pOSFFWVFlhbjZ5U3poM0RvZTlfdFNkd0ZjQjFsRFhTYUNSTVBkSnZyRFpBMkV6QjYwai1yay1IalV5dFZLcHA4VEo4ZGFnN0d2MXZTNWNOQUpPb1NnYTRhWVl4NXNfanhXM0NlZUVOMUdmWExwTUFwamxmR21SRzJKZy1FdlR3NUdPUm1jNzRiSXBCOXp6cVpPOEhQbEE1NG5sUWhjWW10R1dwTXlOdWItMi1kZDg1REdXOEdMYjQ?oc=5,2026-06-28,2026-09-05
E00022,2026-07-31,,Accident,"Road crash fatalities likely to decline in 2026, UP sees highest road deaths: Govt | India News. <a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxNSjZuWnFJOTlQQnc3SHJzTmxxUnhIQ2RJU3I3VnRCUnZMN2IyaHVnRGg5ZHJ5bnpiM2JhQzZwQWgwUHZOMjdSMXJ4N0J5VUl1cGJjUnpGM2dycG5kdkthMjNyODBHWElwNU5ueGl6VmhOLVBsNU1keHZLeVRBX2dwVjg4WE45bTBrTktVcUtSeThveFJrSWFENmFfRlA1NnZLVzRfbzFkenN0em5iTzEwVGViS1VKWThWalR3WDN2bVEyNWVkcm92UUs4WlhvaGJjNTJ1QjRzb1JyTkHSAeABQVVfeXFMTU9ITWlxZ1dDc0l0VFItVmZHbzNLamhVU3ZuYkVDYVNRc0hJZGdBZWdJd0VQWWpKZ2N2SktkMGllM2xJdTdReEplMFo3RURENDlERXFXUFpxMU5xR0szZUtiV3NER2FRQ0YxeGhMVnZZQV9PQUhOakNvc2lHTllEeTNGWGxiZXFyWUxqcTJUcm9ucDF0ZUZ3cUptVWt3ejlEZGoyMFZCYUFYd0c4QkltSklKV05NcDBwWFJqVHljSDVNeUNhY3pyT0JESEx5SW9IMXlaNmRYYnZMUWtneV8tLWM?oc=5"" target=""_blank"">Road crash fatalities likely to decline in 2026, UP sees highest road deaths: Govt | India News</a>  <font color=""#6f6f6f"">Hindustan Times</font>",,,,,,,,,,,,,No,,Critical,4,,,,,,,,,,,,,,,,,,NEWS_7984277987441278438,Hindustan Times,News,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNSjZuWnFJOTlQQnc3SHJzTmxxUnhIQ2RJU3I3VnRCUnZMN2IyaHVnRGg5ZHJ5bnpiM2JhQzZwQWgwUHZOMjdSMXJ4N0J5VUl1cGJjUnpGM2dycG5kdkthMjNyODBHWElwNU5ueGl6VmhOLVBsNU1keHZLeVRBX2dwVjg4WE45bTBrTktVcUtSeThveFJrSWFENmFfRlA1NnZLVzRfbzFkenN0em5iTzEwVGViS1VKWThWalR3WDN2bVEyNWVkcm92UUs4WlhvaGJjNTJ1QjRzb1JyTkHSAeABQVVfeXFMTU9ITWlxZ1dDc0l0VFItVmZHbzNLamhVU3ZuYkVDYVNRc0hJZGdBZWdJd0VQWWpKZ2N2SktkMGllM2xJdTdReEplMFo3RURENDlERXFXUFpxMU5xR0szZUtiV3NER2FRQ0YxeGhMVnZZQV9PQUhOakNvc2lHTllEeTNGWGxiZXFyWUxqcTJUcm9ucDF0ZUZ3cUptVWt3ejlEZGoyMFZCYUFYd0c4QkltSklKV05NcDBwWFJqVHljSDVNeUNhY3pyT0JESEx5SW9IMXlaNmRYYnZMUWtneV8tLWM?oc=5,2026-07-31,2026-09-05
